GID_2,GID_0,COUNTRY,GID_1,EST,NL_NAME_1,Muni_GADM,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,Muni_Clean,ID_Area,Riesgo_Espacial
VEN.15.2_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Andrés Bello,NA,NA,Municipio,Municipality,NA,NA,ANDRES BELLO,158,1.0512485035863948
VEN.15.3_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Antonio Pinto Salinas,NA,NA,Municipio,Municipality,NA,NA,ANTONIO PINTO SALINAS,159,1.1951203404911848
VEN.15.4_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Aricagua,NA,NA,Municipio,Municipality,NA,NA,ARICAGUA,160,1.3943875836218396
VEN.15.5_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Arzobispo Chacón,NA,NA,Municipio,Municipality,NA,NA,ARZOBISPO CHACON,161,1.4293749311986115
VEN.15.6_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Campo Elías,NA,NA,Municipio,Municipality,NA,NA,CAMPO ELIAS,162,0.9042473345705551
VEN.15.7_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Caracciolo Parra Olmedo,NA,NA,Municipio,Municipality,NA,NA,CARACCIOLO PARRA OLMEDO,163,1.3408323337869856
VEN.15.8_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Cardenal Quintero,NA,NA,Municipio,Municipality,NA,NA,CARDENAL QUINTERO,164,1.3917787410199383
VEN.15.9_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Guaraque,NA,NA,Municipio,Municipality,NA,NA,GUARAQUE,165,1.372604487715845
VEN.15.10_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Julio César Salas,NA,NA,Municipio,Municipality,NA,NA,JULIO CESAR SALAS,166,1.2341441224244711
VEN.15.11_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Justo Briceño,NA,NA,Municipio,Municipality,NA,NA,JUSTO BRICENO,167,1.2074997286290645
VEN.15.12_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Libertador,NA,NA,Municipio,Municipality,NA,NA,LIBERTADOR,168,3.2223515248100263
VEN.15.13_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Miranda,NA,NA,Municipio,Municipality,NA,NA,MIRANDA,169,1.3027489454855306
VEN.15.14_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Obispo Ramos de Lora,NA,NA,Municipio,Municipality,NA,NA,OBISPO RAMOS LORA,170,1.2145961871745086
VEN.15.15_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Padre Noguera,NA,NA,Municipio,Municipality,NA,NA,PADRE NOGUERA,171,0.7003998548769317
VEN.15.16_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Pueblo Llano,NA,NA,Municipio,Municipality,NA,NA,PUEBLO LLANO,172,1.3607295962690322
VEN.15.17_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Rangel,NA,NA,Municipio,Municipality,NA,NA,RANGEL,173,1.1320621993520956
VEN.15.18_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Rivas Davila,NA,NA,Municipio,Municipality,NA,NA,RIVAS DAVILA,174,1.0576299346322677
VEN.15.19_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Santos Marquina,NA,NA,Municipio,Municipality,NA,NA,SANTOS MARQUINA,175,0.8888901411770362
VEN.15.20_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Sucre,NA,NA,Municipio,Municipality,NA,NA,SUCRE,176,1.108922257752694
VEN.15.21_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Tovar,NA,NA,Municipio,Municipality,NA,NA,TOVAR,177,1.5657020365611842
VEN.15.22_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Tulio Febres Cordero,NA,NA,Municipio,Municipality,NA,NA,TULIO FEBRES CORDERO,178,0.9620770270313795
VEN.15.23_1,VEN,Venezuela,VEN.15_1,MERIDA,NA,Zea,NA,NA,Municipio,Municipality,NA,NA,ZEA,179,1.2324246519642914
VEN.16.1_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Acevedo,NA,NA,Municipio,Municipality,NA,NA,ACEVEDO,180,1.4396527861868513
VEN.16.2_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Andrés Bello,NA,NA,Municipio,Municipality,NA,NA,ANDRES BELLO,181,1.3059900419175032
VEN.16.3_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Baruta,NA,NA,Municipio,Municipality,NA,NA,BARUTA,182,2.313822716815242
VEN.16.4_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Brión,NA,NA,Municipio,Municipality,NA,NA,BRION,183,1.536449042400943
VEN.16.5_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Buroz,NA,NA,Municipio,Municipality,NA,NA,BUROZ,184,0.9346124221665683
VEN.16.6_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Carrizal,NA,NA,Municipio,Municipality,NA,NA,CARRIZAL,185,0.8158244702875165
VEN.16.7_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Chacao,NA,NA,Municipio,Municipality,NA,NA,CHACAO,186,4.155293324228914
VEN.16.8_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Cristóbal Rojas,NA,NA,Municipio,Municipality,NA,NA,CRISTOBAL ROJAS,187,1.0871378204385043
VEN.16.9_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,El Hatillo,NA,NA,Municipio,Municipality,NA,NA,EL HATILLO,188,0.886335208726349
VEN.16.10_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Guaicaipuro,NA,NA,Municipio,Municipality,NA,NA,GUAICAIPURO,189,1.7979816595922051
VEN.16.11_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Independencia,NA,NA,Municipio,Municipality,NA,NA,INDEPENDENCIA,190,1.2308763753840593
VEN.16.12_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Lander,NA,NA,Municipio,Municipality,NA,NA,LANDER,191,1.848612386475031
VEN.16.13_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Los Salias,NA,NA,Municipio,Municipality,NA,NA,LOS SALIAS,192,0.9500849508241056
VEN.16.14_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Páez,NA,NA,Municipio,Municipality,NA,NA,PAEZ,193,1.5056446640150434
VEN.16.15_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Paz Castillo,NA,NA,Municipio,Municipality,NA,NA,PAZ CASTILLO,194,0.8422603648940314
VEN.16.16_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Pedro Gual,NA,NA,Municipio,Municipality,NA,NA,PEDRO GUAL,195,0.9708941516759096
VEN.16.17_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Plaza,NA,NA,Municipio,Municipality,NA,NA,PLAZA,196,1.036673600007924
VEN.16.18_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Simón Bolívar,NA,NA,Municipio,Municipality,NA,NA,SIMON BOLIVAR,197,1.0225368807507427
VEN.16.19_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Sucre,NA,NA,Municipio,Municipality,NA,NA,SUCRE,198,1.9597880822642153
VEN.16.20_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Urdaneta,NA,NA,Municipio,Municipality,NA,NA,URDANETA,199,1.0162777167051669
VEN.16.21_1,VEN,Venezuela,VEN.16_1,MIRANDA,NA,Zamora,NA,NA,Municipio,Municipality,NA,NA,ZAMORA,200,1.1975053543264937
VEN.17.1_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Acosta,NA,NA,Municipio,Municipality,NA,NA,ACOSTA,201,1.0736273399517555
VEN.17.2_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Aguasay,NA,NA,Municipio,Municipality,NA,NA,AGUASAY,202,0.6446812457508436
VEN.17.3_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Bolívar,NA,NA,Municipio,Municipality,NA,NA,BOLIVAR,203,1.0838416433213836
VEN.17.4_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Caripe,NA,NA,Municipio,Municipality,NA,NA,CARIPE,204,1.035684506746252
VEN.17.5_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Cedeño,NA,NA,Municipio,Municipality,NA,NA,CEDENO,205,0.7740808859695258
VEN.17.6_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Ezequiel Zamora,NA,NA,Municipio,Municipality,NA,NA,EZEQUIEL ZAMORA,206,0.8396139323544553
VEN.17.7_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Libertador,NA,NA,Municipio,Municipality,NA,NA,LIBERTADOR,207,0.5930141853531098
VEN.17.8_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Maturín,NA,NA,Municipio,Municipality,NA,NA,MATURIN,208,1.6132952535633047
VEN.17.9_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Piar,NA,NA,Municipio,Municipality,NA,NA,PIAR,209,0.738188693304321
VEN.17.10_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Punceres,NA,NA,Municipio,Municipality,NA,NA,PUNCERES,210,0.879970336284289
VEN.17.11_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Santa Barbara,NA,NA,Municipio,Municipality,NA,NA,SANTA BARBARA,211,0.7290690282112956
VEN.17.12_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Sotillo,NA,NA,Municipio,Municipality,NA,NA,SOTILLO,212,0.9634148068830933
VEN.17.13_1,VEN,Venezuela,VEN.17_1,MONAGAS,NA,Uracoa,NA,NA,Municipio,Municipality,NA,NA,URACOA,213,0.6716849419680418
VEN.18.1_1,VEN,Venezuela,VEN.18_1,NUEVA ESPARTA,NA,Antolín del Campo,NA,NA,Municipio,Municipality,NA,NA,ANTOLIN DEL CAMPO,214,0.7900413460013305
VEN.18.2_1,VEN,Venezuela,VEN.18_1,NUEVA ESPARTA,NA,Arismendi,NA,NA,Municipio,Municipality,NA,NA,ARISMENDI,215,1.231920408738785
VEN.18.3_1,VEN,Venezuela,VEN.18_1,NUEVA ESPARTA,NA,Díaz,NA,NA,Municipio,Municipality,NA,NA,DIAZ,216,0.6061046848091451
VEN.18.4_1,VEN,Venezuela,VEN.18_1,NUEVA ESPARTA,NA,García,NA,NA,Municipio,Municipality,NA,NA,GARCIA,217,0.7689460608877857
VEN.18.5_1,VEN,Venezuela,VEN.18_1,NUEVA ESPARTA,NA,Gómez,NA,NA,Municipio,Municipality,NA,NA,GOMEZ,218,0.7461352431164445
VEN.18.6_1,VEN,Venezuela,VEN.18_1,NUEVA ESPARTA,NA,Isla de Coche,NA,NA,Municipio,Municipality,NA,NA,ISLA COCHE,219,1.0558556582244905
VEN.18.7_1,VEN,Venezuela,VEN.18_1,NUEVA ESPARTA,NA,Maneiro,NA,NA,Municipio,Municipality,NA,NA,MANEIRO,220,0.8541098974814917
VEN.18.8_1,VEN,Venezuela,VEN.18_1,NUEVA ESPARTA,NA,Marcano,NA,NA,Municipio,Municipality,NA,NA,MARCANO,221,1.3879038817693539
VEN.18.9_1,VEN,Venezuela,VEN.18_1,NUEVA ESPARTA,NA,Mariño,NA,NA,Municipio,Municipality,NA,NA,MARINO,222,3.7666190015942256
VEN.18.10_1,VEN,Venezuela,VEN.18_1,NUEVA ESPARTA,NA,Peninsula de Macanao,NA,NA,Municipio,Municipality,NA,NA,PENINSULA MACANAO,223,0.8100866858739082
VEN.18.11_1,VEN,Venezuela,VEN.18_1,NUEVA ESPARTA,NA,Tubores,NA,NA,Municipio,Municipality,NA,NA,TUBORES,224,0.7629903502969066
VEN.19.1_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,Agua Blanca,NA,NA,Municipio,Municipality,NA,NA,AGUA BLANCA,225,0.9166324428258921
VEN.19.2_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,Araure,NA,NA,Municipio,Municipality,NA,NA,ARAURE,226,2.673526490049499
VEN.19.3_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,Esteller,NA,NA,Municipio,Municipality,NA,NA,ESTELLER,227,0.905816623441288
VEN.19.4_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,Guanare,NA,NA,Municipio,Municipality,NA,NA,GUANARE,228,1.7016908526480852
VEN.19.5_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,Guanarito,NA,NA,Municipio,Municipality,NA,NA,GUANARITO,229,0.7549526904007722
VEN.19.6_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,Monseñor José Vicente de Unda,NA,NA,Municipio,Municipality,NA,NA,MONSENOR JOSE VICENTE UNDA,230,1.1200360195078483
VEN.19.7_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,Ospino,NA,NA,Municipio,Municipality,NA,NA,OSPINO,231,0.7963078779231658
VEN.19.8_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,Páez,NA,NA,Municipio,Municipality,NA,NA,PAEZ,232,0.9602092656909511
VEN.19.9_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,Papelón,NA,NA,Municipio,Municipality,NA,NA,PAPELON,233,0.4410045700048864
VEN.19.10_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,San Genaro de Boconoito,NA,NA,Municipio,Municipality,NA,NA,SAN GENARO BOCONOITO,234,0.8373614738348025
VEN.19.11_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,San Rafael de Onoto,NA,NA,Municipio,Municipality,NA,NA,SAN RAFAEL ONOTO,235,0.7610166158057983
VEN.19.12_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,Santa Rosalía,NA,NA,Municipio,Municipality,NA,NA,SANTA ROSALIA,236,0.7016157358930236
VEN.19.13_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,Sucre,NA,NA,Municipio,Municipality,NA,NA,SUCRE,237,1.0989423240586038
VEN.19.14_1,VEN,Venezuela,VEN.19_1,PORTUGUESA,NA,Turén,NA,NA,Municipio,Municipality,NA,NA,TUREN,238,1.0813720788228944
VEN.20.1_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Andrés Eloy Blanco,NA,NA,Municipio,Municipality,NA,NA,ANDRES ELOY BLANCO,239,1.1683962339614617
VEN.20.2_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Andrés Mata,NA,NA,Municipio,Municipality,NA,NA,ANDRES MATA,240,0.8619247576465191
VEN.20.3_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Arismendi,NA,NA,Municipio,Municipality,NA,NA,ARISMENDI,241,1.0752288497131237
VEN.20.4_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Benítez,NA,NA,Municipio,Municipality,NA,NA,BENITEZ,242,0.6996148131423112
VEN.20.5_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Bermúdez,NA,NA,Municipio,Municipality,NA,NA,BERMUDEZ,243,2.2763711392691848
VEN.20.6_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Bolívar,NA,NA,Municipio,Municipality,NA,NA,BOLIVAR,244,0.7585160875807622
VEN.20.7_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Cajigal,NA,NA,Municipio,Municipality,NA,NA,CAJIGAL,245,1.1706180598530924
VEN.20.8_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Cruz Salmerón Acosta,NA,NA,Municipio,Municipality,NA,NA,CRUZ SALMERON ACOSTA,246,0.7485057098850157
VEN.20.9_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Libertador,NA,NA,Municipio,Municipality,NA,NA,LIBERTADOR,247,1.0227241060119494
VEN.20.10_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Mariño,NA,NA,Municipio,Municipality,NA,NA,MARINO,248,1.299234574723424
VEN.20.11_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Mejía,NA,NA,Municipio,Municipality,NA,NA,MEJIA,249,0.7592767817104473
VEN.20.12_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Montes,NA,NA,Municipio,Municipality,NA,NA,MONTES,250,1.1542692427380459
VEN.20.13_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Ribero,NA,NA,Municipio,Municipality,NA,NA,RIBERO,251,1.0145766981487998
VEN.20.14_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Sucre,NA,NA,Municipio,Municipality,NA,NA,SUCRE,252,1.7228033292492368
VEN.20.15_1,VEN,Venezuela,VEN.20_1,SUCRE,NA,Valdez,NA,NA,Municipio,Municipality,NA,NA,VALDEZ,253,1.1532150884299939
VEN.21.1_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Andrés Bello,NA,NA,Municipio,Municipality,NA,NA,ANDRES BELLO,254,1.0802476134409091
VEN.21.2_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Antonio Rómulo Costa,NA,NA,Municipio,Municipality,NA,NA,ANTONIO ROMULO COSTA,255,0.9633909698338007
VEN.21.3_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Ayacucho,NA,NA,Municipio,Municipality,NA,NA,AYACUCHO,256,1.4648425512843906
VEN.21.4_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Bolívar,NA,NA,Municipio,Municipality,NA,NA,BOLIVAR,257,1.1318643201580256
VEN.21.5_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Cárdenas,NA,NA,Municipio,Municipality,NA,NA,CARDENAS,258,0.7174482650278259
VEN.21.6_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Córdoba,NA,NA,Municipio,Municipality,NA,NA,CORDOBA,259,0.9314486972692282
VEN.21.7_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Fernández Feo,NA,NA,Municipio,Municipality,NA,NA,FERNANDEZ FEO,260,1.2218859427845212
VEN.21.8_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Francisco de Miranda,NA,NA,Municipio,Municipality,NA,NA,FRANCISCO MIRANDA,261,1.3665147139292115
VEN.21.9_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,García de Hevia,NA,NA,Municipio,Municipality,NA,NA,GARCIA HEVIA,262,1.3810398367801873
VEN.21.10_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Guasimos,NA,NA,Municipio,Municipality,NA,NA,GUASIMOS,263,0.6425384397478571
VEN.21.11_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Independencia,NA,NA,Municipio,Municipality,NA,NA,INDEPENDENCIA,264,0.8598950840293497
VEN.21.12_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Jauregui,NA,NA,Municipio,Municipality,NA,NA,JAUREGUI,265,1.8168442563272356
VEN.21.13_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,José María Vargas,NA,NA,Municipio,Municipality,NA,NA,JOSE MARIA VARGAS,266,1.109892017637572
VEN.21.14_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Junín,NA,NA,Municipio,Municipality,NA,NA,JUNIN,267,1.2306243803977899
VEN.21.15_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Libertad,NA,NA,Municipio,Municipality,NA,NA,LIBERTAD,268,0.747495137572474
VEN.21.16_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Libertador,NA,NA,Municipio,Municipality,NA,NA,LIBERTADOR,269,1.2102725028806294
VEN.21.17_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Lobatera,NA,NA,Municipio,Municipality,NA,NA,LOBATERA,270,1.0531444776096708
VEN.21.18_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Michelena,NA,NA,Municipio,Municipality,NA,NA,MICHELENA,271,1.299386393941727
VEN.21.19_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Panamericano,NA,NA,Municipio,Municipality,NA,NA,PANAMERICANO,272,1.5084273482854342
VEN.21.20_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Pedro María Ureña,NA,NA,Municipio,Municipality,NA,NA,PEDRO MARIA URENA,273,0.6934606663979418
VEN.21.21_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Rafael Urdaneta,NA,NA,Municipio,Municipality,NA,NA,RAFAEL URDANETA,274,1.1639561734128216
VEN.21.22_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Samuel Dario Maldonado,NA,NA,Municipio,Municipality,NA,NA,SAMUEL DARIO MALDONADO,275,1.0162826163271423
VEN.21.23_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,San Cristóbal,NA,NA,Municipio,Municipality,NA,NA,SAN CRISTOBAL,276,3.836429532518456
VEN.21.24_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,San Judas Tadeo,NA,NA,Municipio,Municipality,NA,NA,SAN JUDAS TADEO,277,0.7785696901226107
VEN.21.25_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Seboruco,NA,NA,Municipio,Municipality,NA,NA,SEBORUCO,278,0.9945162445301015
VEN.21.26_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Simón Rodriguez,NA,NA,Municipio,Municipality,NA,NA,SIMON RODRIGUEZ,279,1.3753338351757283
VEN.21.27_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Sucre,NA,NA,Municipio,Municipality,NA,NA,SUCRE,280,1.677478012972652
VEN.21.28_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Torbes,NA,NA,Municipio,Municipality,NA,NA,TORBES,281,0.6510845568801631
VEN.21.29_1,VEN,Venezuela,VEN.21_1,TACHIRA,NA,Uribante,NA,NA,Municipio,Municipality,NA,NA,URIBANTE,282,1.449707986329943
VEN.22.1_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Andrés Bello,NA,NA,Municipio,Municipality,NA,NA,ANDRES BELLO,283,1.1806377455961834
VEN.22.2_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Boconó,NA,NA,Municipio,Municipality,NA,NA,BOCONO,284,2.130865840489079
VEN.22.3_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Bolívar,NA,NA,Municipio,Municipality,NA,NA,BOLIVAR,285,0.585287005847976
VEN.22.4_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Candelaria,NA,NA,Municipio,Municipality,NA,NA,CANDELARIA,286,0.985644550020919
VEN.22.5_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Carache,NA,NA,Municipio,Municipality,NA,NA,CARACHE,287,1.7928334384575253
VEN.22.6_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Escuque,NA,NA,Municipio,Municipality,NA,NA,ESCUQUE,288,0.7309099039401338
VEN.22.7_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,José Felipe Márquez Cañizalez,NA,NA,Municipio,Municipality,NA,NA,JOSE FELIPE MARQUEZ CANIZALEZ,289,0.479680813102437
VEN.22.8_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Juan Vicente Campos Elías,NA,NA,Municipio,Municipality,NA,NA,JUAN VICENTE CAMPOS ELIAS,290,1.423805012285031
VEN.22.9_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,La Ceiba,NA,NA,Municipio,Municipality,NA,NA,LA CEIBA,291,0.7976320131743209
VEN.22.10_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Miranda,NA,NA,Municipio,Municipality,NA,NA,MIRANDA,292,0.7296633341503849
VEN.22.11_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Monte Carmelo,NA,NA,Municipio,Municipality,NA,NA,MONTE CARMELO,293,1.1348654206467959
VEN.22.12_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Motatán,NA,NA,Municipio,Municipality,NA,NA,MOTATAN,294,0.6081557118488147
VEN.22.13_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Pampán,NA,NA,Municipio,Municipality,NA,NA,PAMPAN,295,1.0747794979415406
VEN.22.14_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Pampanito,NA,NA,Municipio,Municipality,NA,NA,PAMPANITO,296,0.5227450124452058
VEN.22.15_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Rafael Rangel,NA,NA,Municipio,Municipality,NA,NA,RAFAEL RANGEL,297,0.9518318577178434
VEN.22.16_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,San Rafael de Carvajal,NA,NA,Municipio,Municipality,NA,NA,SAN RAFAEL CARVAJAL,298,0.7054412567999874
VEN.22.17_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Sucre,NA,NA,Municipio,Municipality,NA,NA,SUCRE,299,1.2750226865316574
VEN.22.18_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Trujillo,NA,NA,Municipio,Municipality,NA,NA,TRUJILLO,300,2.8318636842600946
VEN.22.19_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Urdaneta,NA,NA,Municipio,Municipality,NA,NA,URDANETA,301,1.2870541691702024
VEN.22.20_1,VEN,Venezuela,VEN.22_1,TRUJILLO,NA,Valera,NA,NA,Municipio,Municipality,NA,NA,VALERA,302,3.7825256568823504
VEN.23.1_1,VEN,Venezuela,VEN.23_1,VARGAS,NA,Vargas,NA,NA,Municipio,Municipality,NA,NA,VARGAS,303,1.7309003955118956
VEN.24.1_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,Arístides Bastidas,NA,NA,Municipio,Municipality,NA,NA,ARISTIDES BASTIDAS,304,0.7680097924301251
VEN.24.2_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,Bolívar,NA,NA,Municipio,Municipality,NA,NA,BOLIVAR,305,0.8952728684331254
VEN.24.3_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,Bruzual,NA,NA,Municipio,Municipality,NA,NA,BRUZUAL,306,0.9948875877791004
VEN.24.4_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,Cocorote,NA,NA,Municipio,Municipality,NA,NA,COCOROTE,307,0.6750029410566871
VEN.24.5_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,Independencia,NA,NA,Municipio,Municipality,NA,NA,INDEPENDENCIA,308,0.6213367982444158
VEN.24.6_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,José Antonio Páez,NA,NA,Municipio,Municipality,NA,NA,JOSE ANTONIO PAEZ,309,0.6592340518141092
VEN.24.7_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,La Trinidad,NA,NA,Municipio,Municipality,NA,NA,LA TRINIDAD,310,0.5108838069066901
VEN.24.8_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,Manuel Monge,NA,NA,Municipio,Municipality,NA,NA,MANUEL MONGE,311,0.699231620345372
VEN.24.9_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,Nirgua,NA,NA,Municipio,Municipality,NA,NA,NIRGUA,312,1.3866450411382865
VEN.24.10_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,Peña,NA,NA,Municipio,Municipality,NA,NA,PENA,313,0.8903849321866221
VEN.24.11_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,San Felipe,NA,NA,Municipio,Municipality,NA,NA,SAN FELIPE,314,4.153591536614153
VEN.24.12_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,Sucre,NA,NA,Municipio,Municipality,NA,NA,SUCRE,315,0.7815003260749301
VEN.24.13_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,Urachiche,NA,NA,Municipio,Municipality,NA,NA,URACHICHE,316,0.8502692013359762
