GID_2,GID_0,COUNTRY,GID_1,EST,NL_NAME_1,Muni_GADM,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,Muni_Clean,ID_Area,Riesgo_Espacial
VEN.24.14_1,VEN,Venezuela,VEN.24_1,YARACUY,NA,Veroes,NA,NA,Municipio,Municipality,NA,NA,VEROES,317,0.6937525816110646
VEN.25.1_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Almirante Padilla,NA,NA,Municipio,Municipality,NA,NA,ALMIRANTE PADILLA,318,0.9188996852552117
VEN.25.2_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Baralt,NA,NA,Municipio,Municipality,NA,NA,BARALT,319,0.9820630940178393
VEN.25.3_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Cabimas,NA,NA,Municipio,Municipality,NA,NA,CABIMAS,320,1.6509397902758387
VEN.25.4_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Catatumbo,NA,NA,Municipio,Municipality,NA,NA,CATATUMBO,321,0.8425482584968713
VEN.25.5_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Colón,NA,NA,Municipio,Municipality,NA,NA,COLON,322,1.3305078987935874
VEN.25.6_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Francisco Javier Pulgar,NA,NA,Municipio,Municipality,NA,NA,FRANCISCO JAVIER PULGAR,323,0.6360217890239372
VEN.25.7_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Guajira,NA,NA,Municipio,Municipality,NA,NA,GUAJIRA,324,0.8363691552266511
VEN.25.8_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Jesús Enrique Lossada,NA,NA,Municipio,Municipality,NA,NA,JESUS ENRIQUE LOSSADA,325,1.0376388889145607
VEN.25.9_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Jesús María Semprún,NA,NA,Municipio,Municipality,NA,NA,JESUS MARIA SEMPRUN,326,0.8888834149950171
VEN.25.10_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,La Cañada de Urdaneta,NA,NA,Municipio,Municipality,NA,NA,LA CANADA URDANETA,327,1.0125236850457056
VEN.25.11_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Lagunillas,NA,NA,Municipio,Municipality,NA,NA,LAGUNILLAS,328,1.7188223246114351
VEN.25.12_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Machiques de Perijá,NA,NA,Municipio,Municipality,NA,NA,MACHIQUES PERIJA,329,1.1302104303758784
VEN.25.13_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Mara,NA,NA,Municipio,Municipality,NA,NA,MARA,330,1.1631755916658981
VEN.25.14_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Maracaibo,NA,NA,Municipio,Municipality,NA,NA,MARACAIBO,331,2.172685113599587
VEN.25.15_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Miranda,NA,NA,Municipio,Municipality,NA,NA,MIRANDA,332,0.9132947607349405
VEN.25.16_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Rosario de Perijá,NA,NA,Municipio,Municipality,NA,NA,ROSARIO PERIJA,333,1.1496808827205955
VEN.25.17_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,San Francisco,NA,NA,Municipio,Municipality,NA,NA,SAN FRANCISCO,334,0.9175791906303076
VEN.25.18_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Santa Rita,NA,NA,Municipio,Municipality,NA,NA,SANTA RITA,335,0.8482906052303244
VEN.25.19_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Simón Bolívar,NA,NA,Municipio,Municipality,NA,NA,SIMON BOLIVAR,336,0.64668145869894
VEN.25.20_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Sucre,NA,NA,Municipio,Municipality,NA,NA,SUCRE,337,1.232089881644487
VEN.25.21_1,VEN,Venezuela,VEN.25_1,ZULIA,NA,Valmore Rodríguez,NA,NA,Municipio,Municipality,NA,NA,VALMORE RODRIGUEZ,338,0.8528408370855216
